BillNo,Date,Time,Description,Quantity,Rate,Amount
203332,1/6/2014,9:52:12,EGG         ,6,4,24
203332,1/6/2014,9:52:12,BRITANNIA MI,1,26,26
203333,1/6/2014,9:52:48,HALDI KADI 1,1,30,30
203333,1/6/2014,9:52:48,CRANE SWEET ,1,15,15
203334,1/6/2014,9:53:51,NESTLE FRESH,1,55,55
203334,1/6/2014,9:53:51,KAJU 100GMS ,1,62,62
203334,1/6/2014,9:53:51,GILLETTE REA,2,15,30
203335,1/6/2014,9:54:18,NESTLE EVERY,1,80,80
203336,1/6/2014,9:54:30,MILK 500ML  ,1,22,22
203337,1/6/2014,9:55:45,NESTLE CHOTU,1,2,2
203337,1/6/2014,9:55:45,CADBURY DAIR,1,5,5
203337,1/6/2014,9:55:45,NESTLE FRESH,1,55,55
203337,1/6/2014,9:55:45,MILK 500ML  ,4,22,88
203338,1/6/2014,9:58:30,FEVI KWIK   ,1,5,5
203338,1/6/2014,9:58:30,WILSON GOLD ,1,13,13
203339,1/6/2014,9:59:23,BRITANNIA MI,1,26,26
203339,1/6/2014,9:59:23,MILK 500ML  ,2,22,44
203340,1/6/2014,10:02:13,TONGUE CLEAN,1,8,8
203341,1/6/2014,10:03:49,MILK 500ML  ,4,22,88
203341,1/6/2014,10:03:49,HERITAGE CUR,1,20,20
203341,1/6/2014,10:03:49,CHUDUVA 500G,1,22,22
203341,1/6/2014,10:03:49,BAMBINO VARM,1,32,32
203341,1/6/2014,10:03:49,RED CHILLI 1,1,16,16
203342,1/6/2014,10:04:44,KINLEY WATER,1,10,10
203343,1/6/2014,10:05:07,CHANA POWDER,1,13,13
203344,1/6/2014,10:08:00,CARRY BAG   ,1,2,2
203344,1/6/2014,10:08:00,GENERAL     ,1,65,65
203344,1/6/2014,10:08:00,SAKTHI GHEE ,1,94,94
203344,1/6/2014,10:08:00,DABUR RED TO,1,40,40
203344,1/6/2014,10:08:00,BRITANNIA BR,1,26,26
203345,1/6/2014,10:10:11,CARRY BAG   ,1,2,2
203345,1/6/2014,10:10:11,FEVI KWIK   ,1,5,5
203345,1/6/2014,10:10:11,NASCAFE CLAS,1,107,107
203345,1/6/2014,10:10:11,HERITAGE COW,1,202,202
203345,1/6/2014,10:10:11,BRITANNIA MI,1,26,26
203346,1/6/2014,10:11:27,MEERA SHAMPO,5,3,15
203346,1/6/2014,10:11:27,LIFEBUOY STR,1,21,21
203346,1/6/2014,10:11:27,RIN SOAP 180,1,10,10
203347,1/6/2014,10:12:42,BRITANNIA WH,1,26,26
203347,1/6/2014,10:12:42,RAI SMALL 20,1,24,24
203347,1/6/2014,10:12:42,BROWN COVERS,1,80,80
203348,1/6/2014,10:12:59,BRITANNIA MI,1,14,14
203348,1/6/2014,10:12:59,MAGGI MASALA,1,20,20
203349,1/6/2014,10:13:06,MAGGI MASALA,2,10,20
203350,1/6/2014,10:13:31,GOOD DAY PIS,1,20,20
203350,1/6/2014,10:13:31,HALDIRAM`S M,1,40,40
203350,1/6/2014,10:13:31,HALDIRAM`S C,2,10,20
203350,1/6/2014,10:13:31,GOOD DAY CAS,1,15,15
203351,1/6/2014,10:15:44,HERITAGE CUR,2,20,40
203352,1/6/2014,10:16:57,IDEA CARD 1/,220,1,220
203353,1/6/2014,10:17:50,KURNOOL RICE,1,1300,1300
203354,1/6/2014,10:18:37,EGG         ,5,4,20
203354,1/6/2014,10:18:37,NESTLE FRESH,1,55,55
203355,1/6/2014,10:18:54,KURKURE 20/,1,20,20
203356,1/6/2014,10:19:51,CADBURY GEMS,2,15,30
203356,1/6/2014,10:19:51,MAAZA 200ML ,1,12,12
203357,1/6/2014,10:20:26,BRITANNIA WH,1,26,26
203358,1/6/2014,10:20:54,EGG         ,6,4,24
203358,1/6/2014,10:20:54,MILK 500ML  ,3,22,66
203359,1/6/2014,10:22:18,ONIONS      ,0.5,20,10
203359,1/6/2014,10:22:18,SABENA 1KG  ,1,22,22
203359,1/6/2014,10:22:18,ASTAGANDHAM ,1,20,20
203359,1/6/2014,10:22:18,AMBICA LAVEN,1,38,38
203359,1/6/2014,10:22:18,MAGGI MASALA,2,10,20
203359,1/6/2014,10:22:18,VIM BAR 200G,2,10,20
203360,1/6/2014,10:26:37,MILK 500ML  ,2,22,44
203360,1/6/2014,10:26:37,ONIONS      ,3,20,60
203361,1/6/2014,10:27:03,EGG         ,12,4,48
203362,1/6/2014,10:27:50,EGG         ,7,4,28
203362,1/6/2014,10:27:50,BRITANNIA SA,1,26,26
203362,1/6/2014,10:27:50,AASHIRVAAD C,1,23,23
203363,1/6/2014,10:28:15,MILK 500ML  ,2,22,44
203365,1/6/2014,10:32:02,MTR SAMBER P,1,37,37
203368,1/6/2014,10:36:22,EGG         ,13,4,52
203368,1/6/2014,10:36:22,VIJAYA SUNFL,1,84,84
203368,1/6/2014,10:36:22,TOOR DALL 50,1,42,42
203370,1/6/2014,11:22:15,CADBURY GEMS,2,5,10
203370,1/6/2014,11:22:15,CARRY BAG   ,1,4,4
203370,1/6/2014,11:22:15,THUMSUP 2 LT,1,78,78
203370,1/6/2014,11:22:15,CADBURY GEMS,2,15,30
203370,1/6/2014,11:22:15,DABUR FACE F,1,75,75
203370,1/6/2014,11:22:15,KINLEY SODA ,1,18,18
203370,1/6/2014,11:22:15,KELLOGG*S SP,1,116,116
203370,1/6/2014,11:22:15,GARNIER MEN ,1,99,99
203371,1/6/2014,11:23:21,EGG         ,5,4,20
203371,1/6/2014,11:23:21,HIT CHAMPION,1,84,84
203372,1/6/2014,11:24:03,NESTLE FRESH,2,30,60
203372,1/6/2014,11:24:03,KINLEY SODA ,2,18,36
203372,1/6/2014,11:24:03,I D DOSA BAT,1,50,50
